2018-11-23T06:08:40.704Z INFO   - Saw 1 messages before logger start
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:580)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:497)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:459)
	at io.netty.util.concurrent.SingleThreadEventExecutor$5.run(SingleThreadEventExecutor.java:884)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.lang.Thread.run(Thread.java:748)
[0m
[31m2018-11-23T06:13:36.373Z ERROR event-service-lib (EventPublisherUtil.scala 46) - Publishing failed for [SystemEvent(eventId=Id(20afff0c-92b7-407e-8178-447375bdb878), source=Prefix(tcs.pk), eventName=mcsdemandpositions, eventTime=2018-11-23T06:09:08.636Z, paramSet=Set(mcs.az((44.127987692323074)NoUnits), mcs.el((-54.48032731862967)NoUnits), timeStamp((1542874618172)NoUnits), assemblyReceivalTime((1542953348636)NoUnits)))] [Stacktrace] csw.services.event.api.exceptions.PublishFailure: Publishing failed for [SystemEvent(eventId=Id(20afff0c-92b7-407e-8178-447375bdb878), source=Prefix(tcs.pk), eventName=mcsdemandpositions, eventTime=2018-11-23T06:09:08.636Z, paramSet=Set(mcs.az((44.127987692323074)NoUnits), mcs.el((-54.48032731862967)NoUnits), timeStamp((1542874618172)NoUnits), assemblyReceivalTime((1542953348636)NoUnits)))]
	at csw.services.event.internal.redis.RedisPublisher$$anonfun$publish$3.applyOrElse(RedisPublisher.scala:50)
	at csw.services.event.internal.redis.RedisPublisher$$anonfun$publish$3.applyOrElse(RedisPublisher.scala:48)
	at scala.runtime.AbstractPartialFunction.apply(AbstractPartialFunction.scala:34)
	at scala.util.Failure.recover(Try.scala:230)
	at scala.concurrent.Future.$anonfun$recover$1(Future.scala:391)
	at scala.concurrent.impl.Promise.liftedTree1$1(Promise.scala:29)
	at scala.concurrent.impl.Promise.$anonfun$transform$1(Promise.scala:29)
	at scala.concurrent.impl.CallbackRunnable.run(Promise.scala:60)
	at akka.dispatch.BatchingExecutor$AbstractBatch.processBatch(BatchingExecutor.scala:55)
	at akka.dispatch.BatchingExecutor$BlockableBatch.$anonfun$run$1(BatchingExecutor.scala:91)
	at scala.runtime.java8.JFunction0$mcV$sp.apply(JFunction0$mcV$sp.java:12)
	at scala.concurrent.BlockContext$.withBlockContext(BlockContext.scala:81)
	at akka.dispatch.BatchingExecutor$BlockableBatch.run(BatchingExecutor.scala:91)
	at akka.dispatch.TaskInvocation.run(AbstractDispatcher.scala:40)
	at akka.dispatch.ForkJoinExecutorConfigurator$AkkaForkJoinTask.exec(ForkJoinExecutorConfigurator.scala:44)
	at akka.dispatch.forkjoin.ForkJoinTask.doExec(ForkJoinTask.java:260)
	at akka.dispatch.forkjoin.ForkJoinPool$WorkQueue.runTask(ForkJoinPool.java:1339)
	at akka.dispatch.forkjoin.ForkJoinPool.runWorker(ForkJoinPool.java:1979)
	at akka.dispatch.forkjoin.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:107)
Caused by: java.util.concurrent.ExecutionException: Boxed Error
	at scala.concurrent.impl.Promise$.resolver(Promise.scala:83)
	at scala.concurrent.impl.Promise$.scala$concurrent$impl$Promise$$resolveTry(Promise.scala:75)
	at scala.concurrent.impl.Promise$DefaultPromise.tryComplete(Promise.scala:280)
	at scala.concurrent.Promise.complete(Promise.scala:49)
	at scala.concurrent.Promise.complete$(Promise.scala:48)
	at scala.concurrent.impl.Promise$DefaultPromise.complete(Promise.scala:183)
	at csw.services.event.internal.redis.RedisPublisher$stateMachine$macro$22$1.apply(RedisPublisher.scala:44)
	at csw.services.event.internal.redis.RedisPublisher$stateMachine$macro$22$1.apply(RedisPublisher.scala:44)
	... 12 more
Caused by: java.lang.OutOfMemoryError: GC overhead limit exceeded
	at java.util.Arrays.copyOf(Arrays.java:3332)
	at java.lang.AbstractStringBuilder.ensureCapacityInternal(AbstractStringBuilder.java:124)
	at java.lang.AbstractStringBuilder.append(AbstractStringBuilder.java:448)
	at java.lang.StringBuilder.append(StringBuilder.java:136)
	at java.lang.StringBuilder.append(StringBuilder.java:131)
	at csw.messages.events.EventKey.<init>(EventKey.scala:13)
	at csw.messages.events.Event.eventKey(events.scala:62)
	at csw.messages.events.Event.eventKey$(events.scala:62)
	at csw.messages.events.SystemEvent.eventKey(events.scala:147)
	at csw.services.event.internal.redis.RedisPublisher.csw$services$event$internal$redis$RedisPublisher$$set(RedisPublisher.scala:70)
	at csw.services.event.internal.redis.RedisPublisher$stateMachine$macro$22$1.apply(RedisPublisher.scala:46)
	at csw.services.event.internal.redis.RedisPublisher$stateMachine$macro$22$1.apply(RedisPublisher.scala:44)
	at scala.concurrent.impl.CallbackRunnable.run(Promise.scala:60)
	at akka.dispatch.BatchingExecutor$AbstractBatch.processBatch(BatchingExecutor.scala:55)
	at akka.dispatch.BatchingExecutor$BlockableBatch.$anonfun$run$1(BatchingExecutor.scala:91)
	at akka.dispatch.BatchingExecutor$BlockableBatch$$Lambda$290/1948307013.apply$mcV$sp(Unknown Source)
	... 9 more
[0m
[33m2018-11-23T06:13:36.374Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [13077] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:13:36.380Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Marking node(s) as UNREACHABLE [Member(address = akka.tcp://csw-cluster@192.168.122.1:33817, status = Up), Member(address = akka.tcp://csw-cluster@192.168.122.1:43631, status = Up)]. Node roles [dc-default][0m
[33m2018-11-23T06:13:40.554Z WARN :akka  - Cluster Node [akka.tcp://csw-cluster@192.168.122.1:41464] - Scheduled sending of heartbeat was delayed. Previous heartbeat was sent [4180] ms ago, expected interval is [1000] ms. This may cause failure detection to mark members as unreachable. The reason can be thread starvation, e.g. by running blocking tasks on the default dispatcher, CPU overload, or GC.[0m
[33m2018-11-23T06:13:40.556Z WARN :slf4j  (Slf4JLogger.java 141) - null Unexpected exception during request: io.lettuce.core.RedisException: Invalid first byte: 109 [Stacktrace] io.lettuce.core.RedisException: Invalid first byte: 109
	at io.lettuce.core.protocol.RedisStateMachine.readReplyType(RedisStateMachine.java:233)
	at io.lettuce.core.protocol.RedisStateMachine.decode(RedisStateMachine.java:113)
	at io.lettuce.core.protocol.RedisStateMachine.decode(RedisStateMachine.java:77)
	at io.lettuce.core.protocol.CommandHandler.decode(CommandHandler.java:656)
	at io.lettuce.core.pubsub.PubSubCommandHandler.decode(PubSubCommandHandler.java:100)
	at io.lettuce.core.protocol.CommandHandler.channelRead(CommandHandler.java:508)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.ChannelInboundHandlerAdapter.channelRead(ChannelInboundHandlerAdapter.java:86)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.ChannelInboundHandlerAdapter.channelRead(ChannelInboundHandlerAdapter.java:86)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:340)
	at io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1434)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:362)
	at io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:348)
	at io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:965)
	at io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:645)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:580)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:497)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:459)
	at io.netty.util.concurrent.SingleThreadEventExecutor$5.run(SingleThreadEventExecutor.java:884)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.lang.Thread.run(Thread.java:748)
[0m
